Tracking the Progress - Executive Information	http://www.thenationaldialogue.org/ideas/tracking-the-progress-executive-information	bruce685	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=225&-C=	2009-05-04
The New Electronic Reporting System	http://www.thenationaldialogue.org/ideas/the-new-electronic-reporting-system	ahrainey	1	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=225&-C=	2009-05-04
Use Community-Sized Buckets of Money	http://www.thenationaldialogue.org/ideas/use-community-sized-buckets-of-money	cbarney	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=225&-C=	2009-05-04
Beyond Green IT™	http://www.thenationaldialogue.org/ideas/beyond-green-itTM	jwl	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=225&-C=	2009-05-04
Show more ideas on a page	http://www.thenationaldialogue.org/ideas/show-more-ideas-on-a-page	misterneo	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=225&-C=	2009-05-04
Credibility	http://www.thenationaldialogue.org/ideas/credibility	bublynski	1	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=230&-C=	2009-05-04
Improve this website.	http://www.thenationaldialogue.org/ideas/improve-this-website	missmaryooch	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=230&-C=	2009-05-04
Open Source the Implementation to stop Big IT ripping off the gov i.e. US	http://www.thenationaldialogue.org/ideas/open-source-the-implementation-to-stop-big-it-ripping-off-the-gov-i-e-us	davidparry	1	3	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=230&-C=	2009-05-04
Comprehensive Security Approach	http://www.thenationaldialogue.org/ideas/comprehensive-security-approach	MJELLIN	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=230&-C=	2009-05-04
Balance sheet showing jobs loss and gained	http://www.thenationaldialogue.org/ideas/balance-sheet-showing-jobs-loss-and-gained-1	grand	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=230&-C=	2009-05-04
Geospaital enabled live data feeds (GIS Services)	http://www.thenationaldialogue.org/ideas/geospaital-enabled-live-data-feeds-gis-services	tabdella	1	2	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=235&-C=	2009-05-04
Money for what?	http://www.thenationaldialogue.org/ideas/money-for-what	phil_lertora	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=235&-C=	2009-05-04
child tax credit 1040 income taxes	http://www.thenationaldialogue.org/ideas/child-tax-credit-1040-income-taxes	buddiesam	1	1	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=235&-C=	2009-05-04
true transparency	http://www.thenationaldialogue.org/ideas/true-transparency	WEthepeople	1	2	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=235&-C=	2009-05-04
Lies, Damned Lies &amp; Statistics	http://www.thenationaldialogue.org/ideas/lies-damned-lies-statistics	cypress	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=235&-C=	2009-05-04
the need for standards	http://www.thenationaldialogue.org/ideas/the-need-for-standards	pabraham	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=240&-C=	2009-05-04
Citizen Feedback	http://www.thenationaldialogue.org/ideas/citizen-feedback	pubsec	1	4	9	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=240&-C=	2009-05-04
Search, analyze and catalogue diverse data and create custom dashboards	http://www.thenationaldialogue.org/ideas/search-analyze-and-catalogue-diverse-data-and-create-custom-dashboards	rabmeb	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=240&-C=	2009-05-04
SOA: A middleware strategy for transparency	http://www.thenationaldialogue.org/ideas/soa-a-middleware-strategy-for-transparency	peterdoolan	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=240&-C=	2009-05-04
Middleware SOA REST Framework for Data	http://www.thenationaldialogue.org/ideas/middleware-soa-rest-framework-for-data-1	SteveGarf	1	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=240&-C=	2009-05-04
Intuitive and Effective Search	http://www.thenationaldialogue.org/ideas/intuitive-and-effective-search	sparker	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=245&-C=	2009-05-04
consistency and uniformity in data collection and presentation	http://www.thenationaldialogue.org/ideas/consistency-and-uniformity-in-data-collection-and-presentation	pabraham	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=245&-C=	2009-05-04
Wolfram - Possibly a rapid deployment solution	http://www.thenationaldialogue.org/ideas/wolfram-possibly-a-rapid-deployment-solution	TrustEnabler	1	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=245&-C=	2009-05-04
Spatial Analysis of Expenditures	http://www.thenationaldialogue.org/ideas/spatial-analysis-of-expenditures	jbenderson	1	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=245&-C=	2009-05-04
Data sharing using Web Services	http://www.thenationaldialogue.org/ideas/data-sharing-using-web-services	WyomingDBA	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=245&-C=	2009-05-04
Measuring the benefits to citizens not just industry and government	http://www.thenationaldialogue.org/ideas/measuring-the-benefits-to-citizens-not-just-industry-and-government	jtgibbon	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=250&-C=	2009-05-04
Tracking the Good, the Bad and the Ugly: Data Analysis	http://www.thenationaldialogue.org/ideas/tracking-the-good-the-bad-and-the-ugly-data-analysis	bluerhinofly	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=250&-C=	2009-05-04
Updated Information Base on Foreign Aid	http://www.thenationaldialogue.org/ideas/updated-information-base-on-foreign-aid	EHarris	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=250&-C=	2009-05-04
Public Communications via Cartoon Animations	http://www.thenationaldialogue.org/ideas/public-communications-via-cartoon-animations	matiemann	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=250&-C=	2009-05-04
Optimize Transparency and Accountability Using Location	http://www.thenationaldialogue.org/ideas/optimize-transparency-and-accountability-using-location	GrantThornton	1	3	8	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=250&-C=	2009-05-04
XML for Bills	http://www.thenationaldialogue.org/ideas/xml-for-bills	jgeraci	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=255&-C=	2009-05-04
Meta Data Management Vendors	http://www.thenationaldialogue.org/ideas/meta-data-management-vendors	ericts	1	1	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=255&-C=	2009-05-04
Improve display &amp; visualization of info from this web site	http://www.thenationaldialogue.org/ideas/improve-display-visualization-of-info-from-this-web-site	alanp	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=255&-C=	2009-05-04
Full discosure	http://www.thenationaldialogue.org/ideas/full-discosure	drupalsliu	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=255&-C=	2009-05-04
Think Simple !!	http://www.thenationaldialogue.org/ideas/think-simple	prafullkotecha	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=255&-C=	2009-05-04
Reporting Waste &amp; Inefficiency should be Easy and Safe	http://www.thenationaldialogue.org/ideas/reporting-waste-inefficiency-should-be-easy-and-safe	stephenbuckley	1	4	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=260&-C=	2009-05-04
Evaluation Helps Us Spend the Dollar Once	http://www.thenationaldialogue.org/ideas/evaluation-helps-us-spend-the-dollar-once	andreas	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=260&-C=	2009-05-04
Require Consistent Recordkeeping Practices for Fund Recipients	http://www.thenationaldialogue.org/ideas/require-consistent-recordkeeping-practices-for-fund-recipients	bobtillman	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=260&-C=	2009-05-04
Agency and State Recovery Money Tracking	http://www.thenationaldialogue.org/ideas/agency-and-state-recovery-money-tracking	kinlane	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=260&-C=	2009-05-04
Creating an ARRA Portfolio of Investments	http://www.thenationaldialogue.org/ideas/creating-an-arra-portfolio-of-investments	tkoakesva	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=260&-C=	2009-05-04
How To Engineer Site &amp; Data Structure - Basics	http://www.thenationaldialogue.org/ideas/how-to-engineer-site-data-structure-basics	Richhamm	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=265&-C=	2009-05-04
Creative Cost Effective IT Management	http://www.thenationaldialogue.org/ideas/creative-cost-effective-it-management	mlb	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=265&-C=	2009-05-04
Six data-centric Management Principles for Recovery.org	http://www.thenationaldialogue.org/ideas/six-data-centric-management-principles-for-recovery.org	cchristensen	1	5	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=265&-C=	2009-05-04
Enable Drill-Down As With OMB's VUE-IT	http://www.thenationaldialogue.org/ideas/enable-drill-down-as-with-ombs-vue-it	gleganza	1	2	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=265&-C=	2009-05-04
Modeling Stimulus Impact	http://www.thenationaldialogue.org/ideas/modeling-stimulus-impact	dfxoreilly	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=265&-C=	2009-05-04
Making the Web site inclusive-Building from all levels. Can We?	http://www.thenationaldialogue.org/ideas/making-the-web-site-inclusive-building-from-all-levels-can-we	rstuckey	1	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=270&-C=	2009-05-04
Leverage existing Database	http://www.thenationaldialogue.org/ideas/leverage-existing-database	dfxoreilly	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=270&-C=	2009-05-04
Adopt Effective IT Complexity Management	http://www.thenationaldialogue.org/ideas/adopt-effective-it-complexity-management	RogerSessions	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=270&-C=	2009-05-04
Make it fast please	http://www.thenationaldialogue.org/ideas/make-it-fast-please	CEgleston	1	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=270&-C=	2009-05-04
Jobless solutions	http://www.thenationaldialogue.org/ideas/jobless-solutions	gordongshaw	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=270&-C=	2009-05-04
Break down	http://www.thenationaldialogue.org/ideas/break-down	fordfan78	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=275&-C=	2009-05-04
Limits of creativity of spending	http://www.thenationaldialogue.org/ideas/limits-of-creativity-of-spending	floeffler	1	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=275&-C=	2009-05-04
How to Improve the Value of Recovery.gov Data	http://www.thenationaldialogue.org/ideas/how-to-improve-the-value-of-recovery-gov-data-1	GovFinancialMgr	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=275&-C=	2009-05-04
Disclosure of Contractor Performance Rating Scores	http://www.thenationaldialogue.org/ideas/disclosure-of-contractor-performance-rating-scores	FOIAGROUP	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=275&-C=	2009-05-04
Data Managment &amp; Access	http://www.thenationaldialogue.org/ideas/data-managment-access	danap	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=275&-C=	2009-05-04
Integrated data mart and detailed analytics	http://www.thenationaldialogue.org/ideas/integrated-data-mart-and-detailed-analytics	jvyas	1	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=280&-C=	2009-05-04
Graphs, Charts, GIS Drilldowns	http://www.thenationaldialogue.org/ideas/graphs-charts-gis-drilldowns	ram290476	1	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=280&-C=	2009-05-04
Low Cost Subscription Application tracks Stimulus Projects	http://www.thenationaldialogue.org/ideas/low-cost-subscription-application-tracks-stimulus-projects	ActiveStrategy	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=280&-C=	2009-05-04
Create the Center for Continuous Corporate Transparency &amp; Market Risk Mgt.	http://www.thenationaldialogue.org/ideas/create-the-center-for-continuous-corporate-transparency-market-risk-mgt	mabockeloh	1	4	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=280&-C=	2009-05-04
Governmentwide Financial Management Structures	http://www.thenationaldialogue.org/ideas/governmentwide-financial-management-structures	ifaunce	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=280&-C=	2009-05-04
Use of Key Performance Indicators as Oversight Tool	http://www.thenationaldialogue.org/ideas/use-of-key-performance-indicators-as-oversight-tool	rblock	1	3	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=285&-C=	2009-05-04
Gear Up, Partnerships for Success	http://www.thenationaldialogue.org/ideas/gear-up-partnerships-for-success	louiedeux	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=285&-C=	2009-05-04
Lay a foundation for a seamless audit trail with XBRL GL and XML security	http://www.thenationaldialogue.org/ideas/lay-a-foundation-for-a-seamless-audit-trail-with-xbrl-gl-and-xml-security	Cybercpa	1	5	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=285&-C=	2009-05-04
Restoring integrity and enforcing it at the same time	http://www.thenationaldialogue.org/ideas/restoring-integrity-and-enforcing-it-at-the-same-time	sabuthefuture	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=285&-C=	2009-05-04
A universal information access system is the key to stimulus success	http://www.thenationaldialogue.org/ideas/a-universal-information-access-system-is-the-key-to-stimulus-success	hhilton	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=285&-C=	2009-05-04
Live view of infrastructure projects	http://www.thenationaldialogue.org/ideas/live-view-of-infrastructure-projects	magicalnoodles	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=290&-C=	2009-05-04
Information Mgt Disciplines = Trusted Transparency	http://www.thenationaldialogue.org/ideas/information-mgt-disciplines-trusted-transparency	THolahan	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=290&-C=	2009-05-04
Data preservation	http://www.thenationaldialogue.org/ideas/data-preservation	jav	1	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=290&-C=	2009-05-04
Recovery.gov Needs to be Accessible and Understandable to the Public	http://www.thenationaldialogue.org/ideas/recovery-gov-needs-to-be-accessible-and-understandable-to-the-public	ahughes	1	4	12	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=290&-C=	2009-05-04
Oregon Stimulus Transparency &amp; Accountability Tracking System	http://www.thenationaldialogue.org/ideas/oregon-stimulus-transparency-accountability-tracking-system	cysmith	1	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=290&-C=	2009-05-04
Catalog, manage and present recovery locations on digital maps.	http://www.thenationaldialogue.org/ideas/catalog-manage-and-present-recovery-locations-on-digital-maps	SmartMaps	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=295&-C=	2009-05-04
Web 3.0 -- A Free Wiki for Executable English	http://www.thenationaldialogue.org/ideas/web-3-0-a-free-wiki-for-executable-english	adriandwalker	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=295&-C=	2009-05-04
Information &amp; Data Security	http://www.thenationaldialogue.org/ideas/information-data-security	pstelnyk	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=295&-C=	2009-05-04
Create and provide a basis for cost/performance comparisons or benchmarks	http://www.thenationaldialogue.org/ideas/create-and-provide-a-basis-for-cost-performance-comparisons-or-benchmarks	maforman	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=295&-C=	2009-05-04
Virtual Health Care Record System	http://www.thenationaldialogue.org/ideas/virtual-health-care-record-system	velerogroup	1	2	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=295&-C=	2009-05-04
Help for the Homeless	http://www.thenationaldialogue.org/ideas/help-for-the-homeless	cyberdla	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=300&-C=	2009-05-04
Trust Enablement Metamodel	http://www.thenationaldialogue.org/ideas/trust-enablement-metamodel	TrustEnabler	1	2	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=300&-C=	2009-05-04
Marketing/Presenting  the data	http://www.thenationaldialogue.org/ideas/marketing-presenting-the-data	plmcclelland	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=300&-C=	2009-05-04
Sortable data	http://www.thenationaldialogue.org/ideas/sortable-data	easygoes	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=300&-C=	2009-05-04
communication	http://www.thenationaldialogue.org/ideas/communication	kimglynn	1	5	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=300&-C=	2009-05-04
Utilizing XBRL to Provide Intelligent Data Communications	http://www.thenationaldialogue.org/ideas/utilizing-xbrl-to-provide-intelligent-data-communications	Jerry703	1	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=305&-C=	2009-05-04
Using Proven Best Practices, Real-World Use for Tracking Funds, Programs	http://www.thenationaldialogue.org/ideas/using-proven-best-practices-real-world-use-for-tracking-funds-programs	robertdolanjr	1	4	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=305&-C=	2009-05-04
Direct Access to Bulk Data	http://www.thenationaldialogue.org/ideas/direct-access-to-bulk-data	sunlightfoundation	1	4	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=305&-C=	2009-05-04
Provide a friendly visual user interface to government data	http://www.thenationaldialogue.org/ideas/provide-a-friendly-visual-user-interface-to-government-data	JavierVa	1	4	10	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=305&-C=	2009-05-04
XBRL meets the needs for openness and transparency for AARA money	http://www.thenationaldialogue.org/ideas/xbrl-meets-the-needs-for-openness-and-transparency-for-aara-money	kwallin	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=305&-C=	2009-05-04
"Nutrition Facts" type label for "Legislation and Budget Facts"	http://www.thenationaldialogue.org/ideas/nutrition-facts-type-label-for-legislation-and-budget-facts	PIIMwmb	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=310&-C=	2009-05-04
Create Forms to allow the American people to connect with their leaders	http://www.thenationaldialogue.org/ideas/create-forms-to-allow-the-american-people-to-connect-with-their-leaders	sditch	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=310&-C=	2009-05-04
Customer Experience Analysis Needed on Recovery.gov	http://www.thenationaldialogue.org/ideas/customer-experience-analysis-needed-on-recovery.gov	nicoleburton	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=310&-C=	2009-05-04
Require Consistent Recordkeeping Practices for all Stimulus Fund Recipients	http://www.thenationaldialogue.org/ideas/require-consistent-recordkeeping-practices-for-all-stimulus-fund-recipients	rtillman	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=310&-C=	2009-05-04
The government needs to learn about modern enterprise search software	http://www.thenationaldialogue.org/ideas/the-government-needs-to-learn-about-modern-enterprise-search-software	agoldman	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=310&-C=	2009-05-04
This site is painfully slow! Make this site run faster!	http://www.thenationaldialogue.org/ideas/this-site-is-painfully-slow-make-this-site-run-faster	Flywheel	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=315&-C=	2009-05-04
RecoveryTV: A web tool for the public to monitor use of recovery funds	http://www.thenationaldialogue.org/ideas/recoverytv-a-web-tool-for-the-public-to-monitor-use-of-recovery-funds	bkrikke	1	4	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=315&-C=	2009-05-04
Job-o-meters	http://www.thenationaldialogue.org/ideas/job-o-meters	groberson	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=315&-C=	2009-05-04
Considering alternate platforms	http://www.thenationaldialogue.org/ideas/considering-alternate-platforms	Craig	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=315&-C=	2009-05-04
Why a conventional IT approach may not be sufficient	http://www.thenationaldialogue.org/ideas/why-a-conventional-it-approach-may-not-be-sufficient	Binky	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=315&-C=	2009-05-04
Accountability and Transparency have been the focus for many years	http://www.thenationaldialogue.org/ideas/accountability-and-transparency-have-been-the-focus-for-many-years	rlcoleman0	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=320&-C=	2009-05-04
Hire Amazon	http://www.thenationaldialogue.org/ideas/hire-amazon	CEgleston	1	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=320&-C=	2009-05-04
Transparency needs CIO's, Chiefs of Staff, and IGs focusing on IRM, not IT	http://www.thenationaldialogue.org/ideas/transparency-needs-cios-chiefs-of-staff-and-igs-focusing-on-irm-not-it	RoyERoebuck	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=320&-C=	2009-05-04
Recovery.gov Website Improvements - Data Standardization and Analysis	http://www.thenationaldialogue.org/ideas/recovery-gov-website-improvements-data-standardization-and-analysis	Grant_Thornton	1	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=320&-C=	2009-05-04
Spending taxonomy	http://www.thenationaldialogue.org/ideas/spending-taxonomy	jpmorgenthal	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=320&-C=	2009-05-04
Enable an Interconnected Discussion of the Recovery Act Through Standards	http://www.thenationaldialogue.org/ideas/enable-an-interconnected-discussion-of-the-recovery-act-through-standards	citizencontact	1	5	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=325&-C=	2009-05-04
A Framework of ARRA Metrics: Ensure Alignment, Transparency and Results	http://www.thenationaldialogue.org/ideas/a-framework-of-arra-metrics-ensure-alignment-transparency-and-results	katsoulis	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=325&-C=	2009-05-04
Data storage for paperless medical records	http://www.thenationaldialogue.org/ideas/data-storage-for-paperless-medical-records	moWhite	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=325&-C=	2009-05-04
Details	http://www.thenationaldialogue.org/ideas/details	Laslo	1	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=325&-C=	2009-05-04
Local Government - using an existing technology resource to handle ARRA pro	http://www.thenationaldialogue.org/ideas/local-government-using-an-existing-technology-resource-to-handle-arra-pro	lkiser	1	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=325&-C=	2009-05-04
Data Warehouse	http://www.thenationaldialogue.org/ideas/data-warehouse	jkwinkler	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=330&-C=	2009-05-04
Open source data transformation/integration tools to explore	http://www.thenationaldialogue.org/ideas/open-source-data-transformation-integration-tools-to-explore	rrahman	1	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=330&-C=	2009-05-04
Local, State and Federal Planning	http://www.thenationaldialogue.org/ideas/local-state-and-federal-planning	ahrainey	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=330&-C=	2009-05-04
Recovery.gov Website Improvements - "360 Project Review"	http://www.thenationaldialogue.org/ideas/recovery-gov-website-improvements-360-project-review	Grant_Thornton	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=330&-C=	2009-05-04
Report Multiple Bottom Lines - Take a page from the business world	http://www.thenationaldialogue.org/ideas/report-multiple-bottom-lines-take-a-page-from-the-business-world	sdlevine	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=330&-C=	2009-05-04
citizen groups	http://www.thenationaldialogue.org/ideas/citizen-groups	phbml	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=335&-C=	2009-05-04
The Users' Perspective	http://www.thenationaldialogue.org/ideas/the-users-perspective	IowaSunny	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=335&-C=	2009-05-04
Build an Approval / Validated system for data	http://www.thenationaldialogue.org/ideas/build-an-approval-validated-system-for-data	wjhuie	1	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=335&-C=	2009-05-04
Build an Approval / Validated system for data	http://www.thenationaldialogue.org/ideas/build-an-approval-validated-system-for-data-1	wjhuie	1	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=335&-C=	2009-05-04
Treemap for exploration of spending	http://www.thenationaldialogue.org/ideas/treemap-for-exploration-of-spending	zachgemignani	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=335&-C=	2009-05-04
Why is this a .org site?	http://www.thenationaldialogue.org/ideas/why-is-this-a-org-site	jst2stupid	1	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=340&-C=	2009-05-04
