idea	people	time	data	federal	many	more	could	system	should	web	government	transparency	recovery	provide	they	we	can	not	these	you	accountability	management	need	based	i	it	if	public	use	reporting	but	would	gov	information	state	there	all	stimulus	what	from	their	agencies	will	other	funds
src: http://www.thenationaldialogue.org/ideas/make-collecting-recovery-data-agile-using-semantic-web-technology	0	0	16	1	2	1	0	0	2	10	3	4	5	0	0	1	3	0	0	0	1	0	1	0	0	5	1	0	2	0	2	0	3	6	0	0	0	3	0	4	0	6	2	4	1
src: http://www.thenationaldialogue.org/ideas/accessibility-to-data-generated-by-recovery.gov	2	1	6	0	1	6	0	0	4	3	1	0	9	1	0	2	1	3	0	0	0	0	0	1	0	3	0	6	5	0	0	1	9	5	0	1	5	0	0	0	2	0	4	2	0
src: http://www.thenationaldialogue.org/ideas/fund-the-slm-education	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/power-up-this-site	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/leverage-the-input-procuremen-reporting-capability-already-being-collected	0	0	4	2	0	0	1	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	1	1	0	3	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0
src: http://www.thenationaldialogue.org/ideas/integrating-medicare-medicaid	3	1	0	0	0	3	2	0	0	0	0	0	0	0	1	3	4	1	0	0	0	0	1	0	2	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/use-semantic-technology-to-link-data-gov-and-recovery-gov-resources	2	0	17	0	0	0	0	0	0	8	0	0	3	1	2	4	3	2	1	1	0	0	1	0	1	4	0	0	6	0	1	1	6	11	0	0	3	0	1	1	0	0	2	4	0
src: http://www.thenationaldialogue.org/ideas/use-a-ria-tool-like-flex-or-silverlight-for-interactive-data-visualization	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/add-geographic-and-semantic-dimensions-to-existing-data-with-georss-atom	0	1	2	0	0	1	0	0	0	2	2	0	0	1	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/broadly-and-deeply-accessible-across-all-mobile-devices	2	1	0	0	0	2	0	0	3	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	1	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/start-google-group-or-other-email-list-for-it-issues	2	1	1	0	1	2	5	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	1	0	1	4	1	0	0	1	0	0	0	0	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/cloud-computing-using-a-pool-of-dedicated-resources	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0
src: http://www.thenationaldialogue.org/ideas/how-to-engineer-site-data-structure-basics	0	4	7	2	1	1	0	0	4	2	0	0	2	3	1	0	2	3	1	4	0	0	2	2	0	5	0	1	1	1	1	0	0	0	3	1	0	0	2	0	1	0	7	0	1
src: http://www.thenationaldialogue.org/ideas/recovery-gov-needs-extensive-reporting-on-job-creation-and-job-quality	0	0	0	1	0	0	0	0	3	0	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	2	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/make-it-easy-to-translate-data-to-sharable-location-based-intelligence	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/consumer-friendly-201capp-store201d-to-best-serve-citizens-and-developers	4	0	10	1	3	2	3	0	3	2	4	0	9	0	1	1	2	1	0	0	0	0	1	0	0	3	0	0	2	0	0	4	6	0	0	2	3	1	0	1	3	1	0	1	0
src: http://www.thenationaldialogue.org/ideas/communication-is-key	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	2	1	0	3	1	1	6	0	7	0	0
src: http://www.thenationaldialogue.org/ideas/business-intelligence	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	2	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/leveraging-saas-solutions-for-data-collection	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/add-mapping-and-geographic-analysis-to-recovery.gov	1	2	22	1	1	0	0	5	7	4	5	2	12	3	1	4	0	0	2	2	2	1	2	2	3	5	0	0	3	3	0	14	10	9	5	0	2	6	0	2	2	3	2	6	1
src: http://www.thenationaldialogue.org/ideas/middleware-soa-rest-framework-for-data	0	0	9	0	2	0	1	0	0	8	0	0	4	1	0	0	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	12	1	0	0	0	0	0	0	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/arra-recovery-decision-support-system	0	1	4	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	1	6	0	0	0	3	11	1	2	0	0	0	0	5	2	0	0	0	0	0	0	2	0	0	4	0	0
src: http://www.thenationaldialogue.org/ideas/online-business-plan-and-due-diligence-reporting-system-and-data-storage	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/its-the-spend-continuum-not-just-the-recovery-stimulus-spend	0	2	1	3	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	3	1	0	0
src: http://www.thenationaldialogue.org/ideas/use-open-public-integrated-architectures-for-recovery.gov	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/using-recovery-gov-data-for-analysis-and-prediction-of-mpact	0	0	10	0	1	4	5	0	0	0	1	0	11	3	0	0	2	0	1	0	0	2	0	1	1	1	0	2	2	0	0	2	3	2	1	1	1	0	1	3	3	0	6	4	0
src: http://www.thenationaldialogue.org/ideas/easy-access-to-and-categorization-of-stimulus-funding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/the-need-for-standards	0	1	10	0	0	0	2	0	5	0	0	11	1	1	0	1	3	3	1	0	0	1	1	0	0	5	2	3	0	13	1	5	1	0	0	0	1	0	5	2	2	0	5	1	1
src: http://www.thenationaldialogue.org/ideas/interoperable-data-enabling-system-of-systems	0	1	5	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	2	0	0	0	0	1	0	0	0	2	2	0
src: http://www.thenationaldialogue.org/ideas/intuitive-and-effective-search	0	3	6	0	2	1	0	0	2	0	1	0	3	0	0	0	0	1	1	0	0	0	2	0	0	2	0	1	1	0	2	0	3	0	0	1	1	0	0	0	0	0	5	1	0
src: http://www.thenationaldialogue.org/ideas/government-integrity	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/improve-consumer-confidence	4	1	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	6	1	0
src: http://www.thenationaldialogue.org/ideas/secure-coding-training-for-developers	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/low-cost-subscription-application-tracks-stimulus-projects	0	3	1	2	2	0	1	5	0	1	1	0	4	0	1	0	2	0	0	0	0	1	0	1	2	3	0	1	1	0	0	0	0	1	1	2	1	4	2	3	3	1	0	1	1
src: http://www.thenationaldialogue.org/ideas/online-modeling	0	0	4	0	0	1	1	0	0	0	0	0	6	1	1	0	2	3	0	1	0	0	1	0	0	2	0	0	0	0	3	1	0	1	0	4	1	0	1	1	2	1	4	0	0
src: http://www.thenationaldialogue.org/ideas/first-make-the-data-available-in-raw-form	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/open-an-api-for-developers-to-get-data	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/linked-open-data	4	0	29	2	4	2	0	1	1	5	3	0	3	2	1	1	6	4	2	3	0	0	0	0	1	5	0	0	0	0	1	1	0	0	0	2	4	0	0	5	0	1	6	4	0
src: http://www.thenationaldialogue.org/ideas/good-luck	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	5	5	0	0	0	0	1	1	0	0	0	0	3	0	1	1	0	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/transparency-oversite-employment	1	0	0	0	2	0	0	0	0	0	0	1	2	0	0	2	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
src: http://www.thenationaldialogue.org/ideas/get-edward-tuftes-advice	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/build-on-open-source	0	0	3	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/career-coaching	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/report-multiple-bottom-lines-take-a-page-from-the-business-world	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	2	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/cobra-costs-paid-by-government	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/data-reporting-based-on-the-xml-and-web-services-standards	0	0	4	1	0	0	0	0	0	4	1	0	1	1	1	0	1	0	0	0	0	0	0	3	0	1	0	0	1	6	0	0	1	2	1	0	1	0	0	1	1	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/how-to-improve-the-value-of-recovery-gov-data	0	0	10	1	1	0	0	1	3	0	2	3	7	0	0	0	0	0	2	0	3	6	0	0	0	4	0	0	2	1	0	0	4	1	0	0	0	0	0	1	1	7	1	1	1
src: http://www.thenationaldialogue.org/ideas/contractor-tracking-and-oversight	0	3	3	2	1	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	0	1	0	1	0	3	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/comprehensive-security-approach	1	0	1	0	0	0	0	0	1	0	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	1	0	1
src: http://www.thenationaldialogue.org/ideas/consolidate-data-collection-processes-enhance-content-functionality-vis	0	1	25	0	1	1	0	3	2	0	3	1	8	1	0	1	1	4	1	0	3	2	0	0	0	0	0	0	1	3	1	0	10	0	0	0	4	0	1	5	1	2	7	1	1
src: http://www.thenationaldialogue.org/ideas/ms-sharepoint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/cloud-web-2-0-and-identity-management	12	0	10	2	8	6	1	0	1	7	20	1	0	1	6	0	4	4	2	16	1	4	5	4	4	9	4	7	11	0	3	6	0	4	1	6	4	0	2	5	5	3	0	2	0
src: http://www.thenationaldialogue.org/ideas/data-analysis	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/see-past-the-metric-with-high-performance-fully-integrated-open-source-bi	0	1	0	1	0	4	0	0	0	1	5	0	0	1	0	1	2	0	0	0	0	4	1	3	0	0	0	0	1	2	0	0	0	4	5	0	2	4	0	0	3	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/palantir-technology-to-empower-people-to-investigate-and-prevent-fraud	1	1	12	1	0	0	0	0	0	0	0	2	1	0	2	6	8	0	1	0	1	1	1	0	0	4	0	2	1	0	1	0	1	0	0	0	1	2	0	1	2	0	2	2	0
src: http://www.thenationaldialogue.org/ideas/measure-what-matters-including-roi	0	1	1	0	0	3	0	0	2	0	0	1	3	0	0	5	4	3	1	5	2	0	1	1	3	7	4	0	0	1	1	1	0	2	0	2	1	2	7	2	0	0	5	2	1
src: http://www.thenationaldialogue.org/ideas/dollar-dashboard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/gfinance360-financial-dashboard	0	0	4	0	0	1	1	0	0	0	0	1	4	3	0	0	0	0	0	0	1	0	0	0	0	1	0	4	1	0	0	0	1	3	0	0	1	0	0	0	2	0	0	0	2
src: http://www.thenationaldialogue.org/ideas/end-to-end-process-and-tools-ensure-transparency-and-quality	0	0	0	2	1	1	0	3	0	1	2	4	0	0	0	3	4	2	4	0	2	1	0	2	5	8	0	1	1	2	1	1	0	1	0	0	1	0	0	2	0	0	6	0	0
src: http://www.thenationaldialogue.org/ideas/incentivize-employees-to-save-money	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/use-of-recovery.gov	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/identity-management-allowing-cross-domain-access	0	1	4	0	0	4	0	1	0	0	1	0	0	0	1	1	4	1	0	1	1	4	1	0	5	7	0	0	0	0	1	0	0	7	0	0	3	0	1	1	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/successful-stimulus-oversight-using-project-portfolio-management-software	0	0	8	0	0	0	0	0	0	1	1	2	2	5	0	0	1	0	1	0	1	3	0	1	0	0	0	1	2	2	0	0	1	2	1	0	1	6	0	1	0	0	2	2	3
src: http://www.thenationaldialogue.org/ideas/scorecards-to-offer-insight-into-current-performance-on-stimulus-portfolio	0	3	1	2	2	0	1	5	0	1	1	0	1	0	1	0	2	0	0	0	0	2	0	1	2	4	0	1	0	0	0	0	0	0	1	2	0	3	2	1	3	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/alfresco-for-web-site-tableau-for-visualization-cmis-for-data-sharing	0	0	11	0	0	0	1	1	0	5	0	0	0	0	0	0	3	1	0	0	0	3	0	2	0	7	0	0	2	0	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0
src: http://www.thenationaldialogue.org/ideas/create-a-standard-a-z-reference-site-wiki-for-health-related-content	3	1	0	0	0	2	1	0	8	0	1	0	0	1	1	0	5	2	1	0	0	0	2	1	1	1	0	3	1	0	2	8	0	2	0	2	1	0	0	0	3	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/create-and-provide-a-basis-for-cost-performance-comparisons-or-benchmarks	6	0	1	0	0	1	0	0	2	0	1	0	4	2	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	2	0	1	0	0	0	0	0	4	1	0	0	4	1	0
src: http://www.thenationaldialogue.org/ideas/use-small-owl-ontologies-to-model-recovery-and-deploy-across-all-government	0	0	10	0	1	0	0	0	1	6	8	0	7	0	0	6	3	2	4	0	0	0	0	2	0	1	0	0	1	1	1	0	5	0	1	0	2	0	1	1	0	3	0	0	0
src: http://www.thenationaldialogue.org/ideas/tracking-the-good-the-bad-and-the-ugly-data-analysis	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	2	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/semantic-xbrl-for-transparency-and-raw-financial-data-now	0	0	9	0	0	2	0	0	0	4	1	4	0	0	0	1	2	0	2	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/using-alerts-and-notifications-to-provide-timely-problem-detection	0	0	4	0	0	1	1	4	0	1	1	2	3	1	4	1	3	0	0	0	2	1	1	2	1	3	2	0	0	2	0	2	1	1	0	2	1	2	0	1	0	0	2	2	0
src: http://www.thenationaldialogue.org/ideas/recoverytv-a-web-tool-for-the-public-to-monitor-use-of-recovery-funds	0	0	0	0	0	2	2	0	0	2	2	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	3	1	2	1	0	3
src: http://www.thenationaldialogue.org/ideas/tracking-grants-for-energy-efficiency-and-their-long-term-benefits	0	1	4	0	0	0	0	0	3	0	0	2	0	0	0	0	4	2	1	0	0	0	0	0	1	6	1	4	3	2	1	0	0	0	0	0	4	1	0	0	1	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/use-web-architecture-and-web-technologies-to-make-recovery-data-available	0	1	12	0	0	2	2	1	5	12	2	0	9	0	3	0	0	5	2	0	0	1	1	2	0	2	0	0	3	0	2	2	6	2	0	1	0	0	0	5	0	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/interactive-charts-and-data	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/enhanced-analysis-and-visualization	0	1	6	0	1	1	0	0	2	0	0	0	3	1	1	3	3	0	0	3	0	1	0	0	1	1	0	0	1	0	1	0	2	1	0	0	2	0	1	0	0	1	0	1	0
src: http://www.thenationaldialogue.org/ideas/knowledge-transparency-and-accountability	0	0	3	4	0	0	0	0	3	3	0	4	8	1	2	0	0	1	1	0	4	3	1	1	1	2	0	1	2	3	2	1	2	1	3	1	0	1	0	3	2	5	1	4	8
src: http://www.thenationaldialogue.org/ideas/recovery-gov-website-improvements-data-standardization-and-analysis	0	0	5	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/citability-org-making-govt-documentation-web-citable-to-a-paragraph-level	0	2	0	0	2	1	1	0	1	2	5	0	3	0	0	7	3	1	1	1	0	0	0	0	0	4	1	1	0	0	1	4	4	0	0	0	4	0	1	0	1	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/fraud-awareness-training-for-federal-employees	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	3	1	2	0	1	0	1
src: http://www.thenationaldialogue.org/ideas/web-based-community-resource-and-infrastructure-modeling-accountancy	0	1	3	2	0	2	0	2	0	5	0	2	2	0	0	2	4	0	0	0	2	1	0	6	0	3	0	0	1	0	0	1	0	3	0	0	3	0	0	0	3	2	0	5	0
src: http://www.thenationaldialogue.org/ideas/money-for-what	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/mensaje-semanal-obama-a-nacion-con-subtitulos-en-espanol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/adopt-recommendations-on-open-government-from-acm	0	0	11	0	1	0	0	0	9	1	12	0	2	0	0	0	3	1	0	0	0	0	0	0	2	1	0	5	1	0	1	0	1	5	0	0	2	0	0	1	1	0	0	1	0
src: http://www.thenationaldialogue.org/ideas/gear-up-partnerships-for-success	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	3	1	2	1	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	1
src: http://www.thenationaldialogue.org/ideas/eclipse-based-transparency-tool-ibm-mashups-combined-with-dashboards	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	2	0	0	3	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/program-management-reporting-software-provides-full-transparency	0	1	1	2	0	0	0	1	1	0	2	3	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	1	1	2	0	3	0	0
src: http://www.thenationaldialogue.org/ideas/standardize-on-postgresql	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/expose-data-in-existing-systems-link-them-encourage-their-use	0	1	5	0	2	4	0	3	0	1	0	0	0	1	2	1	6	0	1	0	0	0	0	0	0	5	0	4	5	0	1	2	0	6	2	0	3	3	0	2	1	3	3	1	3
src: http://www.thenationaldialogue.org/ideas/added-incentives-for-innovation-and-sustained-benefits	0	0	0	2	0	1	0	0	0	0	3	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	1	1	2	0	0	0	2	2	1	1
src: http://www.thenationaldialogue.org/ideas/free-or-low-cost-healthcare	1	0	0	0	1	2	0	0	1	0	1	0	0	0	0	3	0	2	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/communication	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	3	2	1	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/thenationaldialogue-org-needs-to-scale-better	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/graphs-charts-gis-drilldowns	2	0	7	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/multi-view-system-which-leverages-all-data	2	1	2	0	0	0	0	4	3	2	0	0	1	0	1	1	0	3	0	1	0	0	0	2	0	5	3	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	2
src: http://www.thenationaldialogue.org/ideas/getting-the-best-and-most-relevant-data-sourced-by-federal-agencies	0	0	3	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1
src: http://www.thenationaldialogue.org/ideas/consistency-and-uniformity-in-data-collection-and-presentation	0	2	16	4	0	0	0	4	1	2	1	2	11	3	0	0	7	7	0	0	0	1	0	0	1	1	0	2	3	6	0	0	4	2	5	0	1	0	0	2	2	7	0	0	1
src: http://www.thenationaldialogue.org/ideas/make-it-fast-please	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/gov-buildings-should-report-their-energy-usage-and-track-savings	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	3	0	2	0	0	0	0	1	0	1	2	1	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1
src: http://www.thenationaldialogue.org/ideas/corruption-in-state-and-local-government	2	0	0	0	0	0	0	0	0	0	2	0	2	0	5	2	0	2	0	0	0	0	0	0	5	3	1	0	0	0	2	0	1	0	2	2	0	0	4	0	3	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/hire-amazon	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/create-the-center-for-continuous-corporate-transparency-market-risk-mgt	0	1	1	0	0	0	0	4	0	0	0	3	0	0	3	0	3	5	1	0	0	4	1	1	2	9	0	0	0	3	0	1	0	1	4	1	4	0	6	2	2	0	6	1	1
src: http://www.thenationaldialogue.org/ideas/want-real-change-ask4-it	2	0	0	0	0	2	1	0	0	0	2	1	0	1	1	4	5	0	0	1	3	0	0	0	0	9	0	2	1	0	0	0	0	1	2	0	5	0	2	1	3	0	1	0	0
src: http://www.thenationaldialogue.org/ideas/gis-based-web-portal	0	0	5	0	0	0	0	0	0	2	0	0	2	6	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
src: http://www.thenationaldialogue.org/ideas/on-going-collection-rating-and-response-to-citizens-questions	1	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	2	0	0
src: http://www.thenationaldialogue.org/ideas/expose-the-procedures-you-use-to-process-input-you-receive	0	0	1	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	7	0	0	0	0	1	0	1	5	2	0	0	0	1	2	0	1	0	0	2	3	1	0	8	0	0
